sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
GROUT-BOS,BOSTIK Grout HES - 20Kg Bag,Fixings & Grout,Grout,,,,,FALSE,,,,72.2,pool-fencing-metal-premium-perf-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GROUT-BOS.JPG,
GROUT-SETFAST-10KG,Fast Setting Pourable Grout - 10kg bag,Fixings & Grout,Grout,,,,,TRUE,core dilled posts,,,45.4,pool-fencing-metal-premium-perf-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GROUT-SETFAST-10KG.JPG,
GROUT-SIKA,Sika Grout HES - 20Kg Bag,Fixings & Grout,Grout,,,,,FALSE,,,,64.96,pool-fencing-metal-premium-perf-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/grout-sika.JPG,
PP-FRAMEKIT-B,"Premium Perf 38 x 25mm aluminium frame kit in matt black, houses a perforated panel and attaches it to the pool-fence posts.",Frame Kit,,,,,,,,,,149.96,pool-fencing-metal-premium-perf-frame-kit,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-FRAMEKIT-B.JPG,
PP-FRAMEKIT-MN,"Premium Perf 38 x 25mm aluminium frame kit in Monument, houses a perforated panel and attaches it to the pool-fence posts.",Frame Kit,,,,,,,,,,149.96,pool-fencing-metal-premium-perf-frame-kit,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-FRAMEKIT-MN.JPG,
PP-TRANSKIT-B,"Premium Perf transition frame kit, 38 x 25mm aluminium in matt black, sized to house the PP-PANEL-TRANS transition panel.",Frame Kit,,,,,,,,,,175,pool-fencing-metal-premium-perf-frame-kit,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-TRANSKIT-B.JPG,
PP-TRANSKIT-MN,"Premium Perf transition frame kit, 38 x 25mm aluminium in Monument, sized to house the PP-PANEL-TRANS transition panel.",Frame Kit,,,,,,,,,,175,pool-fencing-metal-premium-perf-frame-kit,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-TRANSKIT-MN.JPG,
PP-U-B-2PK,"Premium Perf 1200H aluminium U-channel in matt black, 2-pack, used as edge channel for perf panels.",Frame Kit,,,,,,,,,,32.65,pool-fencing-metal-premium-perf-frame-kit,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-U-B-2PK.JPG,
PP-U-MN-2PK,"Premium Perf 1200H aluminium U-channel in Monument, 2-pack, used as edge channel for perf panels.",Frame Kit,,,,,,,,,,32.65,pool-fencing-metal-premium-perf-frame-kit,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-U-MN-2PK.JPG,
PP-GATE-B,"Premium Perf full perforated pool fence gate, 975 wide x 1200H, in matt black aluminium, suits a 975mm pool-fence opening.",Gates,,,,,,,,,,474.36,pool-fencing-metal-premium-perf-gates,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-GATE-B.JPG,
PP-GATE-MN,"Premium Perf full perforated pool fence gate, 975 wide x 1200H, in Monument aluminium, suits a 975mm pool-fence opening.",Gates,,,,,,,,,,474.36,pool-fencing-metal-premium-perf-gates,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-GATE-MN.JPG,
PP-GATE-PALM-B,"Premium Perf palm-pattern perforated pool fence gate, 975 wide x 1200H, in matt black aluminium.",Gates,,,,,,,,,,491.99,pool-fencing-metal-premium-perf-gates,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-GATE-PALM-B.JPG,
PP-GATE-PALM-MN,"Premium Perf palm-pattern perforated pool fence gate, 975 wide x 1200H, in Monument aluminium.",Gates,,,,,,,,,,491.99,pool-fencing-metal-premium-perf-gates,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-GATE-PALM-MN.JPG,
KF-H-FT,"D&D KwikFit™ polymer hinge SET with FIXED tension (factory pre-set, no field adjustment).",Hinges & Latches,,,,,,FALSE,,,,19.1,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/KF-H-FT.JPG,
ML-TL-KF-H-FT,D&D MagnaLatch Top Pull + KwikFit Fixed Tension hinge KIT — complete pool gate hardware (latch + hinge pair).,Hinges & Latches,,,,,,FALSE,,,,93.45,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ML-TL-KF-H-FT.JPG,
ML-TL-TC-H-AT,"D&D premium hinge + latch set for aluminium flat-top pool gates — Magna Latch top-pull and matched Tru-Close self-closing hinges, AS1926.1-2012 compliant.",Hinges & Latches,,,,,,TRUE,Hinge & Latch kit for monument and black ,,,115.95,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ML-TL-TC-H-AT.JPG,
PP-PACKER-SP,"Premium Perf packer for the side-pull latch on a Premium Perf gate, fits between the latch body and the gate face.",Hinges & Latches,,,,,,,,,,5.12,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PACKER-SP.JPG,
SOLAR-LIGHT-2PK,"Solar LED lights for pool fence rails and stair edges, 2-pack — dusk-to-dawn auto-on lighting for pool surrounds and outdoor stairways.",Hinges & Latches,,,,,,,,,,10.6,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SOLAR-LIGHT-2PK.JPG,
TC-H-AT-2L-B,D&D TruClose® Adjustable Tension hinge with 2 alignment legs in BLACK — hinge pair.,Hinges & Latches,,,,,,,,,,45.71,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/TC-H-AT-2L-B.JPG,
TC-H-AT-B,D&D TruClose® Adjustable Tension hinge NO LEGS in BLACK — hinge set.,Hinges & Latches,,,,,,,,,,44.85,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/TC-H-AT-B.JPG,
TC-H-AT-HD-2L-B,D&D TruClose® HEAVY DUTY Adjustable hinge with 2 alignment legs in BLACK — hinge set.,Hinges & Latches,,,,,,,,,,62.55,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/TC-H-AT-HD-2L-B.JPG,
TC-H-AT-HD-B,D&D TruClose® HEAVY DUTY hinge with 1 alignment leg in BLACK — hinge set.,Hinges & Latches,,,,,,,,,,62.55,pool-fencing-metal-premium-perf-hinges-and-latches,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/TC-H-AT-HD-B.JPG,
PP-PANEL-B,"Premium Perf perforated panel, 1988 wide x 1188H, in matt black aluminium, fits inside a 38 x 25mm Premium Perf frame kit.",Premium Perf Panels,,,,,,,,,,456.73,pool-fencing-metal-premium-perf-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PANEL-B.JPG,
PP-PANEL-MN,"Premium Perf perforated panel, 1988 wide x 1188H, in Monument aluminium, fits inside a 38 x 25mm Premium Perf frame kit.",Premium Perf Panels,,,,,,,,,,456.73,pool-fencing-metal-premium-perf-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PANEL-MN.JPG,
PP-PANEL-PALM-B,"Premium Perf palm-pattern perforated panel, 1988 wide x 1188H, in matt black aluminium.",Premium Perf Panels,,,,,,,,,,491.99,pool-fencing-metal-premium-perf-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PANEL-PALM-B.JPG,
PP-PANEL-PALM-MN,"Premium Perf palm-pattern perforated panel, 1988 wide x 1188H, in Monument aluminium.",Premium Perf Panels,,,,,,,,,,491.99,pool-fencing-metal-premium-perf-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PANEL-PALM-MN.JPG,
SS-BA-B,Six Star angle bracket in satin black — universal bracket for non-standard angles or concealed internal fixings on tubular pool-fence runs.,Post Brackets,,,,,,,,,,1.3,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BA-B.JPG,
SS-BH4-B,"Six Star horizontal bracket kit, 4-pack in satin black — shroud-style brackets that conceal the cut end of a panel at standard panel-to-post junctions; includes 10 colour-matched tek screws.",Post Brackets,,,,,,,,,,7.65,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BH4-B.JPG,
SS-BH4-MN,"Six Star horizontal bracket kit, 4-pack in monument — shroud-style brackets that conceal the cut end of a panel at standard panel-to-post junctions; includes 10 colour-matched tek screws.",Post Brackets,,,,,,,,,,8.95,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BH4-MN.JPG,
SS-BSWIV-HORIZ-B,"Six Star swivel horizontal bracket in satin black, allows the panel to enter the post off-square for angled corners or non-perpendicular runs.",Post Brackets,,,,,,,,,,7.65,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BSWIV-HORIZ-B.JPG,
SS-BSWIV-HORIZ-MN,"Six Star swivel horizontal bracket in monument, allows the panel to enter the post off-square for angled corners or non-perpendicular runs.",Post Brackets,,,,,,,,,,7.65,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BSWIV-HORIZ-MN.JPG,
SS-BSWIV-VERT-B,"Six Star swivel vertical bracket in satin black, allows the panel to rake on sloped or stepped runs while the post stays vertical.",Post Brackets,,,,,,,,,,7.65,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BSWIV-VERT-B.JPG,
SS-BSWIV-VERT-MN,"Six Star swivel vertical bracket in monument, allows the panel to rake on sloped or stepped runs while the post stays vertical.",Post Brackets,,,,,,,,,,7.65,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BSWIV-VERT-MN.JPG,
SS-BV-B,Six Star fixed vertical bracket in satin black — cost-effective shroud for raked runs with a consistent slope; alternative to the swivel vertical (SS-BSWIV-VERT-B).,Post Brackets,,,,,,,,,,2.6,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BV-B.JPG,
SS-BV-MN,Six Star fixed vertical bracket in monument — cost-effective shroud for raked runs with a consistent slope; alternative to the swivel vertical bracket.,Post Brackets,,,,,,,,,,2.3,pool-fencing-metal-premium-perf-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-BV-MN.JPG,
SS-1300-BP-B,Premium Perf 1300mm long 50 x 50mm post with welded 135 x 100mm base plate in Black finish; surface-mount post for slab / paver pool fence installs.,Posts,Base Plated,,,,,TRUE,base plated post,,,39.11,pool-fencing-metal-premium-perf-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-1300-BP-B.JPG,
SS-1300-BP-MN,Premium Perf 1300mm long 50 x 50mm post with welded 135 x 100mm base plate in Monument finish; surface-mount post for slab / paver pool fence installs.,Posts,Base Plated,,,,,,,,,39.75,pool-fencing-metal-premium-perf-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-1300-BP-MN.JPG,
SS-1600-BP-B,Six Star 1600mm tubular post with welded base-plate in satin black — taller surface-mount post for the high side of raked runs; pair with domical cover (SS-DC-B).,Posts,Base Plated,,,,,FALSE,,,,44.85,pool-fencing-metal-premium-perf-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-1600-BP-B.JPG,
SS-1600-BP-MN,Six Star 1600mm tubular post with welded base-plate in monument — taller surface-mount post for the high side of raked runs; pair with domical cover (SS-DC-MN).,Posts,Base Plated,,,,,,,,,47.1,pool-fencing-metal-premium-perf-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-1600-BP-MN.JPG,
XP-BP-SET-B,"Premium Perf 50 x 50mm screw-on base plate set in Black finish, includes 4× 12G x 50mm CSK screws; converts an XP full post to base-plated / fascia-mount.",Posts,Base Plated,,,,,,,,,16.56,pool-fencing-metal-premium-perf-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-BP-SET-B.JPG,
XP-BP-SET-MN,"Premium Perf 50 x 50mm screw-on base plate set in Monument finish, includes 4× 12G x 50mm CSK screws; converts an XP full post to base-plated / fascia-mount.",Posts,Base Plated,,,,,,,,,14.38,pool-fencing-metal-premium-perf-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-BP-SET-MN.JPG,
SS-1800-B,Six Star 1800mm tubular pool-fence post in satin black — standard (no base-plate) post for core-drilled installs (with XP-DR-B dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,TRUE,core drill and inground posts,,,29.9,pool-fencing-metal-premium-perf-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-1800-B.JPG,
SS-1800-MN,Six Star 1800mm tubular pool-fence post in monument — standard (no base-plate) post for core-drilled installs (with XP-DR-MN dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,,,,,33.06,pool-fencing-metal-premium-perf-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-1800-MN.JPG,
SS-2100-B,Six Star 2100mm tubular pool-fence post in satin black — taller standard post for core-drilled installs (with XP-DR-B dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,,,,,36.8,pool-fencing-metal-premium-perf-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-2100-B.JPG,
SS-2100-MN,Six Star 2100mm tubular pool-fence post in monument — taller standard post for core-drilled installs (with XP-DR-MN dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,,,,,36.8,pool-fencing-metal-premium-perf-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-2100-MN.JPG,
XP-2400-FP-B,Xpress 50mm 2400mm tubular pool-fence post in satin black — long standard (no base-plate) post for core-drilled installs (with XP-DR-B dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,FALSE,,,,58.5,pool-fencing-metal-premium-perf-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-2400-FP-B.JPG,
XP-2400-FP-MN,"Premium Perf 2400mm long 50 x 50mm full post in Monument finish; cut-to-length / fascia-mount post, includes free press-in top plate.",Posts,Core Drilled,,,,,,,,,60.63,pool-fencing-metal-premium-perf-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-2400-FP-MN.JPG,
SS-DC-B,Six Star tubular two-piece domical post cover in satin black — clips around a base-plated post to conceal fixings; can be fitted last over the post.,Posts,Domical Cover,,,,,TRUE,domical cover for base plated post,,,7.21,pool-fencing-metal-premium-perf-posts-domical-cover,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-DC-B.JPG,
SS-DC-MN,"Premium Perf two-part domical cover in Monument finish, 140 x 106 x 30mm; conceals the welded 135 x 100mm base plate of SS-1300-BP / SS-1600-BP posts.",Posts,Domical Cover,,,,,,,,,7.55,pool-fencing-metal-premium-perf-posts-domical-cover,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-DC-MN.JPG,
XP-DC-2P-B,"Premium Perf 2-part domical cover in matt black aluminium — 106x106mm outer / 52x52mm inner, fits over 100x100mm welded base plate, can be fitted after install.",Posts,Domical Cover,,,,,,,,,7.7,pool-fencing-metal-premium-perf-posts-domical-cover,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DC-2P-B.JPG,
XP-DC-2P-MN,"Premium Perf 2-part domical cover in Monument matt aluminium — 106x106mm outer / 52x52mm inner, fits over 100x100mm welded base plate.",Posts,Domical Cover,,,,,,,,,7.7,pool-fencing-metal-premium-perf-posts-domical-cover,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DC-2P-MN.JPG,
XP-DR-B,"Premium Perf 50 x 50mm post dress ring in matt black aluminium — 100x100mm outer / 52x52mm inner, sits over a core-drilled post to conceal the core hole.",Posts,Dress Ring,,,,,TRUE,dress ring used for core drilled posts,,,3.05,pool-fencing-metal-premium-perf-posts-dress-ring,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DR-B.JPG,
XP-DR-MN,"Premium Perf 50 x 50mm post dress ring in Monument matt aluminium — 100x100mm outer / 52x52mm inner, sits over a core-drilled post.",Posts,Dress Ring,,,,,,,,,5.25,pool-fencing-metal-premium-perf-posts-dress-ring,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DR-MN.JPG,
XP-TP-B,Premium Perf 50 x 50mm post flat top plate in Black finish; press-in cap for XP full posts. 2400mm posts include this free; only buy extras / for 6000mm posts.,Posts,Post Cap,,,,,,,,,5.25,pool-fencing-metal-premium-perf-posts-post-cap,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/xp-tp-B.JPG,
XP-TP-MN,Premium Perf 50 x 50mm post flat top plate in Monument finish; press-in cap for XP full posts. 2400mm posts include this free; only buy extras / for 6000mm posts.,Posts,Post Cap,,,,,,,,,2.77,pool-fencing-metal-premium-perf-posts-post-cap,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-TP-MN.JPG,
COVER-POWER,Polycarbonate clear cover for an outdoor power point inside the pool zone — keeps the GPO accessible but shielded from splash and direct rain.,Tools & Accessories,,,,,,FALSE,,,,29.55,pool-fencing-metal-premium-perf-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/COVER-POWER.JPG,
COVER-TAP,Polycarbonate clear cover for an outdoor garden tap inside the pool zone — protects the tap and prevents the handle being used as a climb point on a pool fence.,Tools & Accessories,,,,,,FALSE,,,,46.9,pool-fencing-metal-premium-perf-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/COVER-TAP.JPG,
CPR,Standard CPR sign for pool/spa areas — meets state pool-safety signage requirements when displayed near the pool.,Tools & Accessories,,,,,,FALSE,,,,45.71,pool-fencing-metal-premium-perf-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/CPR.JPG,
PP-PANEL-TRANS-B,"Premium Perf transition panel, 1288 wide x 1888H, in matt black aluminium, taller panel for transitions to higher ground or different fence type.",Transition Panels,,,,,,,,,,432.95,pool-fencing-metal-premium-perf-transition-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PANEL-TRANS-B.JPG,
PP-PANEL-TRANS-MN,"Premium Perf transition panel, 1288 wide x 1888H, in Monument aluminium, taller panel for transitions to higher ground or different fence type.",Transition Panels,,,,,,,,,,432.95,pool-fencing-metal-premium-perf-transition-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/PP-PANEL-TRANS-MN.JPG,
