sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
GC-D-SEAT-P,"D-clamp seating block in polished stainless, fits inside a D-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Clamps,D Clamps,Seat Plate,,,,FALSE,,,,2.95,pool-fencing-glass-spigots-clamps-d-seat-plate,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-SEAT-P.JPG,
GC-D-SEAT-S,"D-clamp seating block in satin stainless, fits inside a D-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Clamps,D Clamps,Seat Plate,,,,FALSE,,,,2.95,pool-fencing-glass-spigots-clamps-d-seat-plate,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-D-SEAT-S.JPG,
GC-RIGI90-B,"Rigi 90° corner glass clamp in matt black SS316, friction clamp for the corner intersection of two glass panels.",Clamps,Rigi Clamps,Corner,,,,FALSE,,,,29.55,pool-fencing-glass-spigots-clamps-rigi-corner,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-B.JPG,
GC-RIGI90-MW,"Rigi 90° corner glass clamp in matt white SS316, friction clamp for the corner intersection of two glass panels.",Clamps,Rigi Clamps,Corner,,,,FALSE,,,,30.2,pool-fencing-glass-spigots-clamps-rigi-corner,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-MW.JPG,
GC-RIGI90-P,"Rigi 90° corner glass clamp in polished SS316, friction clamp for the corner intersection of two glass panels.",Clamps,Rigi Clamps,Corner,,,,FALSE,,,,21.4,pool-fencing-glass-spigots-clamps-rigi-corner,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-P.JPG,
GC-RIGI90-S,"Rigi 90° corner glass clamp in satin SS316, friction clamp for the corner intersection of two glass panels.",Clamps,Rigi Clamps,Corner,,,,FALSE,,,,21.4,pool-fencing-glass-spigots-clamps-rigi-corner,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGI90-S.JPG,
GC-RIGIL-B,"Rigi large inline glass clamp in matt black SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Large,,,,FALSE,,,,24.26,pool-fencing-glass-spigots-clamps-rigi-joiner-large,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-B.JPG,
GC-RIGIL-MW,"Rigi large inline glass clamp in matt white SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Large,,,,FALSE,,,,24.26,pool-fencing-glass-spigots-clamps-rigi-joiner-large,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-MW.JPG,
GC-RIGIL-P,"Rigi large inline glass clamp in polished SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Large,,,,FALSE,,,,18.55,pool-fencing-glass-spigots-clamps-rigi-joiner-large,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-P.JPG,
GC-RIGIL-S,"Rigi large inline glass clamp in satin SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Large,,,,FALSE,,,,18.55,pool-fencing-glass-spigots-clamps-rigi-joiner-large,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIL-S.JPG,
GC-RIGIS-B,"Rigi small inline glass clamp in matt black SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Small,,,,FALSE,,,,16.9,pool-fencing-glass-spigots-clamps-rigi-joiner-small,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIS-B.JPG,
GC-RIGIS-P,"Rigi small inline glass clamp in polished SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Small,,,,FALSE,,,,12.6,pool-fencing-glass-spigots-clamps-rigi-joiner-small,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIS-P.JPG,
GC-RIGIS-S,"Rigi small inline glass clamp in satin SS316, stabilises two glass panels at an inline joint.",Clamps,Rigi Clamps,Joiner Small,,,,FALSE,,,,12.6,pool-fencing-glass-spigots-clamps-rigi-joiner-small,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIS-S.JPG,
GC-RIGISWIV-B,"Rigi adjustable swivel-angle glass clamp in matt black SS316, takes any angle for off-90° glass panel intersections.",Clamps,Rigi Clamps,Joiner Swivel,,,,FALSE,,,,36.15,pool-fencing-glass-spigots-clamps-rigi-joiner-swivel,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGISWIV-B.JPG,
GC-RIGISWIV-P,"Rigi adjustable swivel-angle glass clamp in polished SS316, takes any angle for off-90° glass panel intersections.",Clamps,Rigi Clamps,Joiner Swivel,,,,FALSE,,,,30.1,pool-fencing-glass-spigots-clamps-rigi-joiner-swivel,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGISWIV-P.JPG,
GC-RIGISWIV-S,"Rigi adjustable swivel-angle glass clamp in satin SS316, takes any angle for off-90° glass panel intersections.",Clamps,Rigi Clamps,Joiner Swivel,,,,FALSE,,,,30.1,pool-fencing-glass-spigots-clamps-rigi-joiner-swivel,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGISWIV-S.JPG,
GC-RIGIW-B,"Rigi wall-mount glass clamp in matt black SS316, stabilises tall raked panels or panels on timber deck via a wall fixing above or below the glass line.",Clamps,Rigi Clamps,Wall,,,,FALSE,,,,28.85,pool-fencing-glass-spigots-clamps-rigi-wall,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-B.JPG,
GC-RIGIW-MW,"Rigi wall-mount glass clamp in matt white SS316, stabilises tall raked panels or panels on timber deck via a wall fixing above or below the glass line.",Clamps,Rigi Clamps,Wall,,,,FALSE,,,,30.1,pool-fencing-glass-spigots-clamps-rigi-wall,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-MW.JPG,
GC-RIGIW-P,"Rigi wall-mount glass clamp in polished SS316, stabilises tall raked panels or panels on timber deck via a wall fixing above or below the glass line.",Clamps,Rigi Clamps,Wall,,,,FALSE,,,,23.16,pool-fencing-glass-spigots-clamps-rigi-wall,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-P.JPG,
GC-RIGIW-S,"Rigi wall-mount glass clamp in satin SS316, stabilises tall raked panels or panels on timber deck via a wall fixing above or below the glass line.",Clamps,Rigi Clamps,Wall,,,,FALSE,,,,23.16,pool-fencing-glass-spigots-clamps-rigi-wall,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-S.JPG,
GC-RIGIW-O-B,"Rigi offset wall-mount glass clamp in matt black SS316, friction clamp with an offset fixing for masonry or timber corners.",Clamps,Rigi Clamps,Wall Offset,,,,FALSE,,,,29.85,pool-fencing-glass-spigots-clamps-rigi-wall-offset,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-O-B.JPG,
GC-RIGIW-O-P,"Rigi offset wall-mount glass clamp in polished SS316, friction clamp with an offset fixing for masonry or timber corners.",Clamps,Rigi Clamps,Wall Offset,,,,FALSE,,,,23.85,pool-fencing-glass-spigots-clamps-rigi-wall-offset,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-O-P.JPG,
GC-RIGIW-O-S,"Rigi offset wall-mount glass clamp in satin SS316, friction clamp with an offset fixing for masonry or timber corners.",Clamps,Rigi Clamps,Wall Offset,,,,FALSE,,,,23.85,pool-fencing-glass-spigots-clamps-rigi-wall-offset,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-RIGIW-O-S.JPG,
GC-S-FB-B,"Square-shaped glass clamp with flat back in matt black, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Clamps,Square Clamps,Flat Back,,,,FALSE,,,,23.71,pool-fencing-glass-spigots-clamps-square-flat-back,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-FB-B.JPG,
GC-S-FB-MW,"Square-shaped glass clamp with flat back in matt white, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Clamps,Square Clamps,Flat Back,,,,FALSE,,,,26.35,pool-fencing-glass-spigots-clamps-square-flat-back,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-FB-MW.JPG,
GC-S-FB-P,"Square-shaped glass clamp with flat back in polished stainless, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Clamps,Square Clamps,Flat Back,,,,FALSE,,,,19,pool-fencing-glass-spigots-clamps-square-flat-back,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-FB-P.JPG,
GC-S-FB-S,"Square-shaped glass clamp with flat back in satin stainless, two-piece pull-apart construction, fixes through the back to timber, masonry or a stainless post via a nut-sert and socket-head screw.",Clamps,Square Clamps,Flat Back,,,,FALSE,,,,18.3,pool-fencing-glass-spigots-clamps-square-flat-back,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-FB-S.JPG,
GC-S-RB-P,"Square-shaped glass clamp with radius back in polished stainless, two-piece pull-apart construction, fixes via a nut-sert and socket-head screw to a round post.",Clamps,Square Clamps,Radius Back,,,,FALSE,,,,19,pool-fencing-glass-spigots-clamps-square-radius-back,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-RB-P.JPG,
GC-S-RB-S,"Square-shaped glass clamp with radius back in satin stainless, two-piece pull-apart construction, fixes via a nut-sert and socket-head screw to a round post.",Clamps,Square Clamps,Radius Back,,,,FALSE,,,,18.3,pool-fencing-glass-spigots-clamps-square-radius-back,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-RB-S.JPG,
GC-S-SEAT-B,"Square-clamp seating block in matt black, fits inside a square-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Clamps,Square Clamps,Seat Plate,,,,FALSE,,,,4.55,pool-fencing-glass-spigots-clamps-square-seat-plate,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-SEAT-B.JPG,
GC-S-SEAT-MW,"Square-clamp seating block in matt white, fits inside a square-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Clamps,Square Clamps,Seat Plate,,,,FALSE,,,,4.8,pool-fencing-glass-spigots-clamps-square-seat-plate,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-SEAT-MW.JPG,
GC-S-SEAT-P,"Square-clamp seating block in polished stainless, fits inside a square-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Clamps,Square Clamps,Seat Plate,,,,FALSE,,,,2.9,pool-fencing-glass-spigots-clamps-square-seat-plate,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-SEAT-P.JPG,
GC-S-SEAT-S,"Square-clamp seating block in satin stainless, fits inside a square-series clamp at the bottom to stop glass slipping or at the top to stop rotation.",Clamps,Square Clamps,Seat Plate,,,,FALSE,,,,2.9,pool-fencing-glass-spigots-clamps-square-seat-plate,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GC-S-SEAT-S.JPG,
CSK-050,50mm COUNTER SUNK BATTEN SCREW,Fixings & Grout,Fixings,,,,,FALSE,,,,0.72,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/CSK-050.JPG,"50x50 posts are missing from style for corners and gates, also side mounted posts are missing"
CSK-075,75mm COUNTER SUNK BATTEN SCREW,Fixings & Grout,Fixings,,,,,FALSE,,,,0.85,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/csk-075.JPG,
CSK-100-4PK,100mm COUNTER SUNK SCREW - 4 PACK,Fixings & Grout,Fixings,,,,,TRUE,timber fixing base plated,,,9.96,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/csk-100-4pk.JPG,
DB-PH3,AIRE Phillips #3 driver bit; suits a variety of Phillips-head screws used in AIRE balustrade installation.,Fixings & Grout,Fixings,,,,,,,,,2.85,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/DB-PH3.JPG,
DB-SQ3.4,AIRE square-head driver bit (SQ3.4); suits the square-drive panhead and picket screws used in AIRE balustrade installation.,Fixings & Grout,Fixings,,,,,,,,,3.6,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/DB-SQ3.4.JPG,
GS-DN-4PK,M12 DOME NUT with WASHER - SS316 - 4pk,Fixings & Grout,Fixings,,,,,,,,,3.15,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs-dn-4pk.JPG,
GS-DN-4PK-B,M12 DOME NUT with WASHER - BLACK - 4pk,Fixings & Grout,Fixings,,,,,,,,,6.11,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs-dn-4pk-b.JPG,
GS093LAG,93mm LAG Screw - M12,Fixings & Grout,Fixings,,,,,,,,,3.55,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs093lag.JPG,
GS1000ROD,1000mm THREADED ROD - M12,Fixings & Grout,Fixings,,,,,,,,,16.9,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs1000rod.JPG,
GS115LAG,115mm LAG Screw - M12,Fixings & Grout,Fixings,,,,,,,,,3.7,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs115lag.JPG,
GS120ROD,120mm TREADED ROD - M12,Fixings & Grout,Fixings,,,,,,,,,1.85,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs120rod.JPG,
GS125LAG,125mm LAG Screw - M12,Fixings & Grout,Fixings,,,,,,,,,3.55,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GS125LAG.JPG,
GS150ROD,150mm TREADED ROD - M12,Fixings & Grout,Fixings,,,,,,Concrete Fixing,,,2.15,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs150rod.JPG,
GS160LAG,160mm LAG Screw - M12,Fixings & Grout,Fixings,,,,,,Timber Fixing,,,6,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GS160LAG.JPG,
S-110LAG-4PK,"M10 x 110mm timber lag screws in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to timber substrates.",Fixings & Grout,Fixings,,,,,TRUE,"Side mount post for timber
Side mount post for concrete
pair with side mount post fixings 4x per 4 pack",,,13.9,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-110LAG-4PK.JPG,
S-120ROD-4PK,"M10 x 120mm concrete threaded rods in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to concrete via chemical anchor.",Fixings & Grout,Fixings,,,,,TRUE,Side mount post for concrete,,,10.6,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-120ROD-4PK.JPG,
S-M10DN-4PK,M10 DOME NUT with WASHER - SS316 - 4pk,Fixings & Grout,Fixings,,,,,TRUE,pair with side mount post fixings 4x per 4 pack,,,2.65,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/s-m10dn-4pk.JPG,
SOUD-CA1400,Soudal CA1400 Chemical Anchor — 400ml,Fixings & Grout,Fixings,,,,,,,,,29.85,pool-fencing-glass-spigots-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SOUD-CA1400.jpg,
GROUT-BOS,BOSTIK Grout HES - 20Kg Bag,Fixings & Grout,Grout,,,,,FALSE,,,,72.2,pool-fencing-glass-spigots-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GROUT-BOS.JPG,
GROUT-SETFAST-10KG,Fast Setting Pourable Grout - 10kg bag,Fixings & Grout,Grout,,,,,TRUE,core dilled posts,,,45.4,pool-fencing-glass-spigots-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GROUT-SETFAST-10KG.JPG,
GROUT-SIKA,Sika Grout HES - 20Kg Bag,Fixings & Grout,Grout,,,,,FALSE,,,,64.96,pool-fencing-glass-spigots-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/grout-sika.JPG,
12PWG-0900,"Polaris 12mm soft-close wall/post-mount pool fence gate, 900mm wide x 1200H, deeper hinge cut-outs for wall and post hinge types.",Gates,Master Range Gates,,,,,TRUE,Master Gate,Gate Panel,,104.8,pool-fencing-glass-spigots-gates-master-range,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12PWG-0900.png,
08SLG-0750,"Master Range 8mm toughened glass pool fence gate, 750mm wide x 1200H, the budget glass gate for use with master-range hinge panels or wall/post hinges.",Gates,Master Range Gates,Master Range Gate Panels,,,,TRUE,Master Gate,Gate Panel,,49.35,pool-fencing-glass-spigots-gates-master-range-gate-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/08SLG-0750.png,
08SLG-0834,"Master Range 8mm toughened glass pool fence gate, 834mm wide x 1200H, the budget glass gate for use with master-range hinge panels or wall/post hinges.",Gates,Master Range Gates,Master Range Gate Panels,,,,TRUE,Master Gate,Gate Panel,,53.3,pool-fencing-glass-spigots-gates-master-range-gate-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/08SLG-0834.png,
08SLG-0890,"Master Range 8mm toughened glass pool fence gate, 890mm wide x 1200H, the budget glass gate for use with master-range hinge panels or wall/post hinges.",Gates,Master Range Gates,Master Range Gate Panels,,,,TRUE,Master Gate,Gate Panel,,55.95,pool-fencing-glass-spigots-gates-master-range-gate-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/08SLG-0890.png,
08SLG-1000,"Master Range 8mm toughened glass pool fence gate, 1000mm wide x 1200H, the widest budget glass gate in the master-range.",Gates,Master Range Gates,Master Range Gate Panels,,,,FALSE,,,,61.55,pool-fencing-glass-spigots-gates-master-range-gate-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/08SLG-1000.png,duplicate entry
12NH-0600,"Master Range 12mm toughened glass hinge panel, 600mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,70,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-0600.png,
12NH-0800,"Master Range 12mm toughened glass hinge panel, 800mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,93.45,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-0800.png,
12NH-1000,"Master Range 12mm toughened glass hinge panel, 1000mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,109.3,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1000.png,
12NH-1100,"Master Range 12mm toughened glass hinge panel, 1100mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,124.36,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1100.png,
12NH-1200,"Master Range 12mm toughened glass hinge panel, 1200mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,134.35,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1200.png,
12NH-1300,"Master Range 12mm toughened glass hinge panel, 1300mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,144.4,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1300.png,
12NH-1400,"Master Range 12mm toughened glass hinge panel, 1400mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges; secure top opposite gate with a wall glass clip.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,154.4,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1400.png,
12NH-1500,"Master Range 12mm toughened glass hinge panel, 1500mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges; secure top opposite gate with a wall glass clip.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,161.55,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1500.png,
12NH-1600,"Master Range 12mm toughened glass hinge panel, 1600mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges; secure top opposite gate with a wall glass clip.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,174.41,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1600.png,
12NH-1700,"Master Range 12mm toughened glass hinge panel, 1700mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges; secure top opposite gate with a wall glass clip.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,185.3,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1700.png,
12NH-1800,"Master Range 12mm toughened glass hinge panel, 1800mm wide x 1200H, takes a Master Range 8mm gate on spring (non soft-close) hinges; secure top opposite gate with a wall glass clip.",Gates,Master Range Gates,Master Range Hinge Panels,,,,TRUE,Master Gate,Hinge Panel,,194.45,pool-fencing-glass-spigots-gates-master-range-hinge-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/12NH-1800.png,
